Policy_Code,Event_ID,Trigger_Hour,Trigger_Reason,Rf_Before_Mean_m_inv,Rf_After_Mean_m_inv,Cleaning_Efficiency,Duration_Hours,Chemical_Cost_KES,Downtime_Cost_KES,Total_Cost_KES
CASE_C,162,4887.0,Reactive 15% Analysis Threshold Crossed,20986032519247.363,2098603251924.7354,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,163,4918.0,Reactive 15% Analysis Threshold Crossed,21513762689792.55,2151376268979.255,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,164,4948.0,Reactive 15% Analysis Threshold Crossed,21185955954652.375,2118595595465.2366,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,165,4978.0,Reactive 15% Analysis Threshold Crossed,21080772556038.836,2108077255603.883,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,166,5008.0,Reactive 15% Analysis Threshold Crossed,21096474640952.49,2109647464095.2483,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,167,5038.0,Reactive 15% Analysis Threshold Crossed,21069794738748.6,2106979473874.8594,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,168,5068.0,Reactive 15% Analysis Threshold Crossed,21088849211752.785,2108884921175.2783,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,169,5098.0,Reactive 15% Analysis Threshold Crossed,21114785368603.637,2111478536860.3633,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,170,5129.0,Reactive 15% Analysis Threshold Crossed,21622672888266.51,2162267288826.6504,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,171,5159.0,Reactive 15% Analysis Threshold Crossed,21137211402062.594,2113721140206.2588,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,172,5189.0,Reactive 15% Analysis Threshold Crossed,20996821585351.336,2099682158535.1328,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,173,5219.0,Reactive 15% Analysis Threshold Crossed,21087699370581.37,2108769937058.1367,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,174,5249.0,Reactive 15% Analysis Threshold Crossed,21118748291501.06,2111874829150.1047,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,175,5280.0,Reactive 15% Analysis Threshold Crossed,21636637034457.77,2163663703445.7766,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,176,5310.0,Reactive 15% Analysis Threshold Crossed,21233224058429.08,2123322405842.907,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,177,5340.0,Reactive 15% Analysis Threshold Crossed,20999543233053.574,2099954323305.3572,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,178,5371.0,Reactive 15% Analysis Threshold Crossed,21503830454693.832,2150383045469.3828,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,179,5401.0,Reactive 15% Analysis Threshold Crossed,20989575125787.633,2098957512578.7627,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,180,5431.0,Reactive 15% Analysis Threshold Crossed,20986426386273.598,2098642638627.3594,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,181,5461.0,Reactive 15% Analysis Threshold Crossed,21022253630270.902,2102225363027.0896,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,182,5491.0,Reactive 15% Analysis Threshold Crossed,21034636134250.375,2103463613425.037,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,183,5522.0,Reactive 15% Analysis Threshold Crossed,21581340273869.625,2158134027386.962,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,184,5552.0,Reactive 15% Analysis Threshold Crossed,21316700473535.332,2131670047353.533,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,185,5582.0,Reactive 15% Analysis Threshold Crossed,21053623975762.6,2105362397576.2595,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,186,5612.0,Reactive 15% Analysis Threshold Crossed,20999156680690.934,2099915668069.093,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,187,5642.0,Reactive 15% Analysis Threshold Crossed,21074972549774.637,2107497254977.4636,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,188,5672.0,Reactive 15% Analysis Threshold Crossed,21177704695240.8,2117770469524.0793,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,189,5703.0,Reactive 15% Analysis Threshold Crossed,21626036842859.633,2162603684285.9626,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,190,5733.0,Reactive 15% Analysis Threshold Crossed,20985874406156.504,2098587440615.6501,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,191,5764.0,Reactive 15% Analysis Threshold Crossed,21631609307076.51,2163160930707.6506,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,192,5794.0,Reactive 15% Analysis Threshold Crossed,21106130370942.438,2110613037094.2434,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,193,5824.0,Reactive 15% Analysis Threshold Crossed,21025497798850.39,2102549779885.0383,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,194,5855.0,Reactive 15% Analysis Threshold Crossed,21516861073951.58,2151686107395.1575,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,195,5886.0,Reactive 15% Analysis Threshold Crossed,21706915443620.37,2170691544362.0369,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,196,5916.0,Reactive 15% Analysis Threshold Crossed,21044461987951.14,2104446198795.1135,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,197,5946.0,Reactive 15% Analysis Threshold Crossed,21027952147058.223,2102795214705.8215,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,198,5976.0,Reactive 15% Analysis Threshold Crossed,21133401389876.54,2113340138987.6533,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,199,6006.0,Reactive 15% Analysis Threshold Crossed,21140282595991.363,2114028259599.136,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,200,6036.0,Reactive 15% Analysis Threshold Crossed,21086497377220.266,2108649737722.0264,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,201,6066.0,Reactive 15% Analysis Threshold Crossed,21255926197863.676,2125592619786.3672,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,202,6096.0,Reactive 15% Analysis Threshold Crossed,21042894355248.812,2104289435524.8809,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,203,6126.0,Reactive 15% Analysis Threshold Crossed,21087931971293.527,2108793197129.3523,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,204,6156.0,Reactive 15% Analysis Threshold Crossed,21088911153245.59,2108891115324.5579,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,205,6187.0,Reactive 15% Analysis Threshold Crossed,21625038858660.863,2162503885866.0862,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,206,6218.0,Reactive 15% Analysis Threshold Crossed,21616483269670.4,2161648326967.0398,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,207,6248.0,Reactive 15% Analysis Threshold Crossed,21168757449990.598,2116875744999.0593,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,208,6278.0,Reactive 15% Analysis Threshold Crossed,21103208124005.516,2110320812400.551,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,209,6309.0,Reactive 15% Analysis Threshold Crossed,21625338843797.832,2162533884379.7822,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,210,6339.0,Reactive 15% Analysis Threshold Crossed,21239975778915.805,2123997577891.58,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,211,6369.0,Reactive 15% Analysis Threshold Crossed,21067554191096.97,2106755419109.6963,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,212,6399.0,Reactive 15% Analysis Threshold Crossed,21037526823440.47,2103752682344.0466,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,213,6429.0,Reactive 15% Analysis Threshold Crossed,21034112054375.766,2103411205437.5762,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,214,6460.0,Reactive 15% Analysis Threshold Crossed,21551864137131.496,2155186413713.1492,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,215,6490.0,Reactive 15% Analysis Threshold Crossed,21058077652787.145,2105807765278.714,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,216,6520.0,Reactive 15% Analysis Threshold Crossed,21064855750179.03,2106485575017.9033,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,217,6551.0,Reactive 15% Analysis Threshold Crossed,21589087164503.17,2158908716450.3167,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,218,6581.0,Reactive 15% Analysis Threshold Crossed,21247696200954.793,2124769620095.4785,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,219,6611.0,Reactive 15% Analysis Threshold Crossed,21037104951990.746,2103710495199.074,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,220,6642.0,Reactive 15% Analysis Threshold Crossed,21542691727759.42,2154269172775.9417,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,221,6672.0,Reactive 15% Analysis Threshold Crossed,21028058333411.01,2102805833341.1003,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,222,6702.0,Reactive 15% Analysis Threshold Crossed,21024641711592.06,2102464171159.2053,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,223,6732.0,Reactive 15% Analysis Threshold Crossed,21211102047674.055,2121110204767.4053,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,224,6763.0,Reactive 15% Analysis Threshold Crossed,21546168423801.547,2154616842380.1543,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,225,6793.0,Reactive 15% Analysis Threshold Crossed,21090455019269.94,2109045501926.994,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,226,6824.0,Reactive 15% Analysis Threshold Crossed,21671976788382.945,2167197678838.2942,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,227,6854.0,Reactive 15% Analysis Threshold Crossed,21033239828916.348,2103323982891.6345,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,228,6885.0,Reactive 15% Analysis Threshold Crossed,21576944109909.883,2157694410990.9883,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,229,6915.0,Reactive 15% Analysis Threshold Crossed,21071088755827.05,2107108875582.7048,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,230,6945.0,Reactive 15% Analysis Threshold Crossed,21031203378776.504,2103120337877.6497,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,231,6975.0,Reactive 15% Analysis Threshold Crossed,21127340911909.703,2112734091190.9697,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,232,7006.0,Reactive 15% Analysis Threshold Crossed,21646918473087.348,2164691847308.7341,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,233,7036.0,Reactive 15% Analysis Threshold Crossed,21188451289693.008,2118845128969.3005,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,234,7066.0,Reactive 15% Analysis Threshold Crossed,21136628704211.02,2113662870421.1016,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,235,7096.0,Reactive 15% Analysis Threshold Crossed,21051346697464.605,2105134669746.46,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,236,7127.0,Reactive 15% Analysis Threshold Crossed,21556839155252.17,2155683915525.2168,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,237,7157.0,Reactive 15% Analysis Threshold Crossed,21052984193303.51,2105298419330.3506,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,238,7187.0,Reactive 15% Analysis Threshold Crossed,21090236447570.4,2109023644757.0393,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,239,7217.0,Reactive 15% Analysis Threshold Crossed,21053463217907.746,2105346321790.7742,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,240,7247.0,Reactive 15% Analysis Threshold Crossed,20992802929965.38,2099280292996.5378,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,241,7277.0,Reactive 15% Analysis Threshold Crossed,21247027449944.844,2124702744994.4836,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,242,7307.0,Reactive 15% Analysis Threshold Crossed,21043242323417.367,2104324232341.7363,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,243,7337.0,Reactive 15% Analysis Threshold Crossed,21100550140785.48,2110055014078.547,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,244,7367.0,Reactive 15% Analysis Threshold Crossed,21084494379208.004,2108449437920.7998,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,245,7397.0,Reactive 15% Analysis Threshold Crossed,21159246714581.133,2115924671458.1125,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,246,7427.0,Reactive 15% Analysis Threshold Crossed,21099185140218.555,2109918514021.8552,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,247,7457.0,Reactive 15% Analysis Threshold Crossed,20990470811685.29,2099047081168.5283,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,248,7487.0,Reactive 15% Analysis Threshold Crossed,20994567274324.8,2099456727432.4795,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,249,7517.0,Reactive 15% Analysis Threshold Crossed,21070139038316.637,2107013903831.663,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,250,7547.0,Reactive 15% Analysis Threshold Crossed,21013476793972.773,2101347679397.2766,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,251,7578.0,Reactive 15% Analysis Threshold Crossed,21505702447822.832,2150570244782.2825,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,252,7608.0,Reactive 15% Analysis Threshold Crossed,21003234717278.824,2100323471727.8818,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,253,7638.0,Reactive 15% Analysis Threshold Crossed,21158010481634.31,2115801048163.4304,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,254,7668.0,Reactive 15% Analysis Threshold Crossed,21095843911135.17,2109584391113.5168,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,255,7699.0,Reactive 15% Analysis Threshold Crossed,21612149306814.438,2161214930681.4426,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,256,7729.0,Reactive 15% Analysis Threshold Crossed,21067353518908.31,2106735351890.8303,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,257,7759.0,Reactive 15% Analysis Threshold Crossed,21241953944575.457,2124195394457.5457,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,258,7789.0,Reactive 15% Analysis Threshold Crossed,21233181341762.934,2123318134176.293,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,259,7820.0,Reactive 15% Analysis Threshold Crossed,21553963397642.137,2155396339764.2131,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,260,7850.0,Reactive 15% Analysis Threshold Crossed,21138830589199.652,2113883058919.9648,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,261,7880.0,Reactive 15% Analysis Threshold Crossed,21140300455324.8,2114030045532.4797,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,262,7911.0,Reactive 15% Analysis Threshold Crossed,21628102146600.523,2162810214660.052,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,263,7941.0,Reactive 15% Analysis Threshold Crossed,21091195316027.77,2109119531602.7764,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,264,7971.0,Reactive 15% Analysis Threshold Crossed,21222295801807.457,2122229580180.745,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,1,240.0,Predictive Economic Cost-Benefit Optimum,125434569342863.17,12543456934286.314,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,2,480.0,Predictive Economic Cost-Benefit Optimum,130305613639376.2,13030561363937.62,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,3,720.0,Predictive Economic Cost-Benefit Optimum,130350452581629.23,13035045258162.922,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,4,960.0,Predictive Economic Cost-Benefit Optimum,130802329315625.31,13080232931562.525,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,5,1200.0,Predictive Economic Cost-Benefit Optimum,130719045069714.17,13071904506971.414,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,6,1440.0,Predictive Economic Cost-Benefit Optimum,130613230941571.52,13061323094157.15,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,7,1680.0,Predictive Economic Cost-Benefit Optimum,130717549006745.52,13071754900674.547,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,8,1920.0,Predictive Economic Cost-Benefit Optimum,130512626819590.8,13051262681959.072,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,9,2160.0,Predictive Economic Cost-Benefit Optimum,130475578830394.67,13047557883039.463,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,10,2400.0,Predictive Economic Cost-Benefit Optimum,130466456830695.64,13046645683069.562,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,11,2640.0,Predictive Economic Cost-Benefit Optimum,130690976710975.36,13069097671097.533,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,12,2880.0,Predictive Economic Cost-Benefit Optimum,130514115264860.62,13051411526486.06,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,13,3120.0,Predictive Economic Cost-Benefit Optimum,130431367761324.7,13043136776132.467,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,14,3360.0,Predictive Economic Cost-Benefit Optimum,130508267623230.7,13050826762323.068,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,15,3600.0,Predictive Economic Cost-Benefit Optimum,130646996778748.33,13064699677874.828,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,16,3840.0,Predictive Economic Cost-Benefit Optimum,131675031534943.17,13167503153494.312,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,17,4080.0,Predictive Economic Cost-Benefit Optimum,130440739939723.17,13044073993972.312,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,18,4320.0,Predictive Economic Cost-Benefit Optimum,130253267846233.3,13025326784623.326,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,19,4560.0,Predictive Economic Cost-Benefit Optimum,130375573087936.08,13037557308793.604,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,20,4800.0,Predictive Economic Cost-Benefit Optimum,130402788327211.36,13040278832721.135,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,21,5040.0,Predictive Economic Cost-Benefit Optimum,130604831660072.05,13060483166007.203,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,22,5280.0,Predictive Economic Cost-Benefit Optimum,130511681618955.88,13051168161895.584,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,23,5520.0,Predictive Economic Cost-Benefit Optimum,130220185515083.75,13022018551508.37,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,24,5760.0,Predictive Economic Cost-Benefit Optimum,130426405267384.27,13042640526738.422,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,25,6000.0,Predictive Economic Cost-Benefit Optimum,130297715357938.3,13029771535793.828,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,26,6240.0,Predictive Economic Cost-Benefit Optimum,130548571794282.33,13054857179428.229,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,27,6480.0,Predictive Economic Cost-Benefit Optimum,130298060811319.11,13029806081131.906,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,28,6720.0,Predictive Economic Cost-Benefit Optimum,130487519949556.45,13048751994955.643,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,29,6960.0,Predictive Economic Cost-Benefit Optimum,130296742549202.0,13029674254920.195,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,30,7200.0,Predictive Economic Cost-Benefit Optimum,130536449268893.92,13053644926889.389,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,31,7440.0,Predictive Economic Cost-Benefit Optimum,130547193339755.25,13054719333975.521,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,32,7680.0,Predictive Economic Cost-Benefit Optimum,130200424789453.25,13020042478945.322,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_D,33,7920.0,Predictive Economic Cost-Benefit Optimum,130654895928056.77,13065489592805.674,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,1,240.0,Predictive Economic Cost-Benefit Optimum,125434569342863.17,12543456934286.314,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,2,480.0,Predictive Economic Cost-Benefit Optimum,130305613639376.2,13030561363937.62,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,3,720.0,Predictive Economic Cost-Benefit Optimum,130350452581629.23,13035045258162.922,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,4,960.0,Predictive Economic Cost-Benefit Optimum,130802329315625.31,13080232931562.525,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,5,1200.0,Predictive Economic Cost-Benefit Optimum,130719045069714.17,13071904506971.414,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,6,1440.0,Predictive Economic Cost-Benefit Optimum,130613230941571.52,13061323094157.15,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,7,1680.0,Predictive Economic Cost-Benefit Optimum,131013964277448.05,13101396427744.803,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,8,1920.0,Predictive Economic Cost-Benefit Optimum,130528280560398.5,13052828056039.85,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,9,2160.0,Predictive Economic Cost-Benefit Optimum,130476405437445.17,13047640543744.516,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,10,2400.0,Predictive Economic Cost-Benefit Optimum,130466500480556.0,13046650048055.594,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,11,2640.0,Predictive Economic Cost-Benefit Optimum,130690979013845.77,13069097901384.576,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,12,2880.0,Predictive Economic Cost-Benefit Optimum,130514115386462.86,13051411538646.281,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,13,3120.0,Predictive Economic Cost-Benefit Optimum,130431367767747.12,13043136776774.709,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,14,3360.0,Predictive Economic Cost-Benefit Optimum,130508267623569.81,13050826762356.979,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,15,3600.0,Predictive Economic Cost-Benefit Optimum,130646996778766.27,13064699677876.62,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,16,3840.0,Predictive Economic Cost-Benefit Optimum,131675031534944.0,13167503153494.398,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,17,4080.0,Predictive Economic Cost-Benefit Optimum,130440739939723.2,13044073993972.318,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,18,4320.0,Predictive Economic Cost-Benefit Optimum,130253267846233.3,13025326784623.326,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,19,4560.0,Predictive Economic Cost-Benefit Optimum,130375573087936.08,13037557308793.604,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,20,4800.0,Predictive Economic Cost-Benefit Optimum,130402788327211.36,13040278832721.135,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,21,5040.0,Predictive Economic Cost-Benefit Optimum,130604831660072.05,13060483166007.203,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,22,5280.0,Predictive Economic Cost-Benefit Optimum,130961261639700.5,13096126163970.047,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,23,5520.0,Predictive Economic Cost-Benefit Optimum,130243953247431.3,13024395324743.125,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,24,5760.0,Predictive Economic Cost-Benefit Optimum,130427660309928.12,13042766030992.81,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,25,6000.0,Predictive Economic Cost-Benefit Optimum,130297781674561.33,13029778167456.13,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,26,6240.0,Predictive Economic Cost-Benefit Optimum,130548575294557.67,13054857529455.764,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,27,6480.0,Predictive Economic Cost-Benefit Optimum,130298060996290.14,13029806099629.014,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,28,6720.0,Predictive Economic Cost-Benefit Optimum,130487519959321.83,13048751995932.182,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,29,6960.0,Predictive Economic Cost-Benefit Optimum,130519154929125.98,13051915492912.596,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,30,7200.0,Predictive Economic Cost-Benefit Optimum,130548189746331.44,13054818974633.14,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,31,7440.0,Predictive Economic Cost-Benefit Optimum,130547813136385.86,13054781313638.584,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,32,7680.0,Predictive Economic Cost-Benefit Optimum,130200457555448.2,13020045755544.818,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_E,33,7920.0,Predictive Economic Cost-Benefit Optimum,130654897656617.12,13065489765661.709,0.9,4.0,4500.0,3400.0,9690.380000000001
